名称,价格（元/晚）,地址,特点,已购人数,评分,收藏,简评,评价
如家酒店(西安小雁塔南稍门地铁站店),223,"[城南/小雁塔旅游区]
南关正街1号泛渼大厦


地图",商务出行,113,4.8?,12,棒极了,出行方便
美伦酒店(西安欣美永兴坊店),248,"[钟鼓楼/回民街/市中心]
东大街69号


地图


街景",亲子酒店,4172,4.5?,14,棒极了,性价比高
西安故乡润土商务酒店,86,"[胡家庙/长缨东路]
长缨东路付24号


地图",商务出行,666,4.3?,15,挺好哒,性价比高
雷汀曼酒店(西安北客站店),174,"[西安高铁站火车北站/西安市政中心]
学府南路商业街(近第五十八中学)


地图",商务出行,227,4.3?,16,挺好哒,离高铁站近
西安东方大酒店,588,"[小寨/历史博物馆]
朱雀大街393号


地图


街景",亲子酒店,5250,4.3?,17,挺好哒,地理位置好
喆啡精选酒店(西安大雁塔地铁站店)(原慈恩客栈),302,"[大雁塔/曲江旅游区]
小寨东路8号(地铁三号、四号线大雁塔站B出口)


地图",商务出行,715,4.7?,18,棒极了,古色古香
美豪丽致酒店(西安锦业路店),446,"[高新管委会/绿地会展中心]
锦业路72号


地图",亲子酒店,962,4.9?,20,棒极了,服务周到
贝卡利亚酒店(西安大学城店),245,"[长安区]
西长安街579号长安商贸中心三期一栋5—12层(GOGO街区)


地图",商务出行,175,4.8?,1,棒极了,吃喝玩乐方便
如家酒店(西安北二环大明宫西地铁站店)(原北二环经济开发区地铁站店),148,"[市图书馆/凤城二路]
北二环与未央路立交交汇处东南角陕西海联大厦


地图


街景",商务出行,475,4.6?,2,棒极了,交通便利
西安泾渭国际酒店,341,"[高陵县]
泾渭工业园泾渭路中段28号陕汽对面乐华城东北方向


地图",休闲度假,776,4.8?,7,棒极了,前台热情
布丁酒店(西安钟楼北大街地铁站店),109,"[钟鼓楼/回民街/市中心]
西七路291号


地图


街景",地铁周边,3065,4.5?,8,棒极了,性价比高
克兰铂酒店(西安经开店),291,"[市图书馆/凤城二路]
凤城四路中登城市花园A座


地图",商务出行,181,4.4?,9,挺好哒,购物方便
希岸酒店(西安大雁塔店),415,"[大雁塔/曲江旅游区]
曲江新区雁南路518号新乐汇项目A6区


地图",休闲度假,919,4.8?,10,棒极了,服务周到
西安君临温泉大酒店,219,"[大兴新区/汉城湖]
北二环西段31号


地图


街景",休闲度假,491,4.3?,11,挺好哒,温泉不错
途客中国酒店(西安行政中心高铁北客站店),439,"[西安高铁站火车北站/西安市政中心]
凤城八路168号西北国金中心18号楼


地图",浪漫情侣,673,4.8?,12,棒极了,离高铁站近
麗枫酒店(西安高新延平门地铁站店)(原西安高新店),299,"[西安市高新技术开发区]
高新区科技路209号新西蓝一期(与唐延路十字东北角)


地图",商务出行,1859,4.7?,13,棒极了,服务态度好
坤逸时光酒店(西安北门地铁站店),270,"[莲湖区]
自强西路34号


地图",浪漫情侣,838,4.8?,14,棒极了,前台热情
英卓未来公寓智能酒店(西安三桥地铁站店),239,"[未央区]
三桥新街1076号万象城D座(近三桥地铁B口)


地图",浪漫情侣,796,4.9?,15,棒极了,服务态度好
陕西工商管理硕士学院学术交流中心,244,"[未央区]
浐灞生态区浐灞大道1366号


地图


街景",浪漫情侣,1057,4.5?,16,棒极了,性价比高
西安成功国际酒店(原成功酒店),175,"[钟鼓楼/回民街/市中心]
和平路59号(近东大街，近地铁4号线大差市站)


地图


街景",浪漫情侣,6068,4.7?,17,棒极了,离城墙近
康铂酒店(西安钟鼓楼店),305,"[钟鼓楼/回民街/市中心]
正学街8号


地图",商务出行,833,4.9?,18,棒极了,地理位置好
西安简妮花园精品酒店,327,"[城南/太白立交]
太白北路6号


地图


街景",浪漫情侣,1049,4.6?,19,棒极了,服务态度好
西安经济开发区亚朵酒店,303,"[市图书馆/凤城二路]
凤城一路27号


地图


街景",商务出行,1066,4.8?,20,棒极了,前台热情
西安小寨南亚朵轻居酒店,422,"[大雁塔/曲江旅游区]
长安南路493号(航天大厦一楼)


地图",浪漫情侣,1505,4.8?,2,棒极了,离地铁站近
科逸连锁酒店(西安火车站五路口地铁站店),128,"[解放路万达广场/火车站]
东五路71号(五路口十字东北角)


地图


街景",交通枢纽,1538,4.2?,5,挺好哒,离火车站近
西安中晶城市酒店,249,"[西安高铁站火车北站/西安市政中心]
文景路与凤城八路十字东南角招商银行隔壁


地图


街景",商务出行,810,4.6?,6,棒极了,性价比高
7天连锁酒店(西安小雁塔南稍门机场大巴店),147,"[城南/小雁塔旅游区]
友谊西路46号


地图


街景",地铁周边,1106,4.1?,7,挺好哒,设施设备好
西安橙子酒店,223,"[电子城/电子正街]
太白南路与丈八东路十字西北角高新高速路口


地图


街景",浪漫情侣,2470,4.7?,8,棒极了,服务周到
西安乐薇思酒店,199,"[莲湖区]
大兴东路2号红庙坡十字西南角MOCO龙湖星悦荟1层大厅


地图",浪漫情侣,1109,4.6?,11,棒极了,购物方便
漳泽酒店(西安李家村万达广场店),208,"[城南/李家村万达广场]
友谊东路150号(省武警总队对面)


地图",大学周边,318,4.8?,15,棒极了,风景优美
西安汉邦禅茶酒店,229,"[电子城/电子正街]
西安雁塔区电子四路中段


地图",商务出行,419,4.8?,16,棒极了,古色古香
麗枫酒店(西安西部大道阳光城店)(原阳光天地店),306,"[高新管委会/绿地会展中心]
西部大道林隐天下24号楼


地图",商务出行,796,4.8?,20,棒极了,服务态度好
如家酒店(西安大雁塔西影路店),186,"[大雁塔/曲江旅游区]
西影路301号陕核大厦


地图


街景",商务出行,636,4.5?,3,棒极了,服务态度好
格林豪泰酒店(西安新城区火车站五路口地铁站店),139,"[钟鼓楼/回民街/市中心]
五路口十字东六路


地图",地铁周边,277,4.8?,4,棒极了,离火车站近
西安七色假日酒店,146,"[城南/太白立交]
太白路立交西北角未来城8楼


地图


街景",大学周边,475,4.5?,5,棒极了,价格实惠
锦江都城酒店(西安钟楼西门店),179,"[西稍门/机场大巴站]
西关正街68号


地图",商务出行,1272,4.8?,6,棒极了,离古城近
南方酒店(西安市图书馆地铁站店)(原凤城二路店),243,"[市图书馆/凤城二路]
市图书馆地铁口站凤城二路3号


地图


街景",会议酒店,1633,4.8?,7,棒极了,服务态度好
如家酒店(西安城西客运站店),145,"[城西]
枣园东路39号


地图


街景",地铁周边,430,4.5?,8,棒极了,离汽车站近
西安悦·半岛酒店,433,"[大雁塔/曲江旅游区]
雁塔路中段58号百瑞广场A区-1-2(地铁4号线西安科技大学站B出口)


地图",商务出行,463,4.8?,9,棒极了,服务态度好
锦江之星品尚(西安高新南二环西工大店),265,"[西安市高新技术开发区]
高新开发区南二环西段148号(二十所旁)


地图",商务出行,1468,4.7?,11,棒极了,出行方便
大麦酒店(西安红庙坡店),156,"[莲湖区]
红庙坡十字西南角MOCO.龙湖 星悦荟1楼大厅


地图


街景",商务出行,1451,4.4?,12,挺好哒,性价比高
西安金商时代酒店,259,"[小寨/历史博物馆]
长安中路65号小寨金莎国际B栋


地图


街景",购物便捷,1330,4.5?,13,棒极了,出行方便
云龙大酒店(西安郭杜大学城店),138,"[高新管委会/绿地会展中心]
郭杜西街20号(郭杜十字西南角)


地图


街景",浪漫情侣,703,4.6?,14,棒极了,性价比高
如家酒店(西安火车站万达广场五路口地铁站店),127,"[解放路万达广场/火车站]
东五路59号


地图


街景",购物便捷,619,4.5?,15,棒极了,离火车站近
乐菲米酒店(西安含光路店),177,"[城南/太白立交]
南二环与含光路十字东北角


地图",浪漫情侣,765,4.4?,16,挺好哒,性价比高
TOWO上品酒店(西安会展中心店),329,"[电视塔/国展中心]
长安南路101号金品国际2单元1楼


地图",浪漫情侣,554,4.7?,18,棒极了,设施齐全
新西玛连锁酒店(西安胡家庙地铁口店),198,"[城东/西京医院/小商品批发市场]
胡家庙十字以东20米路北华东万和城东对面


地图


街景",交通枢纽,1059,4.1?,20,挺好哒,出行方便
布丁酒店(西安北关大明宫店),85,"[北关/龙首村]
北关正街33号(华润万家斜对面)


地图


街景",地铁周边,646,4.0?,1,挺好哒,交通便利
如家酒店(西安大雁塔西影路阳光小区店),151,"[雁塔区]
西影路等驾坡阳光小区20号楼


地图


街景",商务出行,480,4.6?,2,棒极了,服务态度好
如家酒店(西安太华南路大明宫遗址公园含元殿地铁站店),178,"[新城区]
太华南路与新兴路交叉口


地图


街景",天然氧吧,256,4.3?,3,挺好哒,服务态度好
西安鸿一家快捷酒店,184,"[唐都医院/城东客运站]
唐都医院正门


地图",地铁周边,65,4.7?,6,棒极了,性价比高
陕西文德商务酒店,124,"[钟鼓楼/回民街/市中心]
解放路108号


地图


街景",浪漫情侣,905,4.3?,7,挺好哒,出行方便
如家酒店(西安太白南路地铁站店)(原科技路西电附中店),153,"[西安市高新技术开发区]
吉祥路338号


地图


街景",商务出行,298,4.5?,8,棒极了,出行方便
青柠酒店(西安锦业路店),166,"[高新管委会/绿地会展中心]
锦业路32号锦业时代A2(锦业时代营销中心内)


地图


街景",浪漫情侣,598,4.3?,10,挺好哒,设计有特色
芒果酒店(西安儿童医院店),143,"[钟鼓楼/回民街/市中心]
莲湖路206号(玉祥门城墙里东南角)


地图


街景",浪漫情侣,3317,4.6?,11,棒极了,出行方便
如家酒店(西安凤城五路赛高街区地铁站店),167,"[市图书馆/凤城二路]
凤城五路赛高街区3号楼1单元6楼


地图


街景",商务出行,1049,4.6?,12,棒极了,交通便利
如家酒店(西安永兴坊美食街中山门店)(原朝阳门地铁站中山门店),161,"[城东/西京医院/小商品批发市场]
环城东路63号(中山门对面)


地图


街景",地铁周边,842,4.6?,13,棒极了,服务态度好
如家酒店(西安临潼华清池店),139,"[兵马俑旅游区]
西花园路1号(空军疗养院对面)


地图


街景",商务出行,1320,4.6?,15,棒极了,离景点近
7天优品酒店(西安大雁塔小寨地铁站店),275,"[小寨/历史博物馆]
长安中路65号B座11楼(兴善寺东街口)


地图


街景",地铁周边,1365,4.5?,16,棒极了,地理位置好
7天连锁酒店(西安火车站店),106,"[解放路万达广场/火车站]
东八路与尚勤路十字路口百瑞大厦18号


地图


街景",火车站周边,2536,4.5?,17,棒极了,离火车站近
云龙大酒店(西安郭杜大学城店),138,"[高新管委会/绿地会展中心]
郭杜西街20号(郭杜十字西南角)


地图


街景",浪漫情侣,703,4.6?,18,棒极了,性价比高
如家酒店(西安莲湖路回坊美食街店),141,"[钟鼓楼/回民街/市中心]
莲湖路121号


地图


街景",商务出行,1038,4.5?,19,棒极了,出行方便
西港酒店(西安小寨大雁塔店),781,"[城南/小雁塔旅游区]
小寨西路MOMOPARK5号楼1219室


地图",商务出行,872,5.0?,2,棒极了,购物方便
好家商务酒店(西安小寨大雁塔历史博物馆店),328,"[小寨/历史博物馆]
兴善寺西街101号(近小寨地铁站A出口)


地图


街景",商务出行,2867,4.5?,3,棒极了,性价比高
青春假日连锁酒店(西安钟楼南门古城墙店),139,"[钟鼓楼/回民街/市中心]
南大街3号付3号


地图


街景",商务出行,2296,4.5?,4,棒极了,离城墙近
7天连锁酒店(西安音乐学院省体育场地铁站店),286,"[城南/太白立交]
音乐学院对面地铁2号线体育场C出口向左50米


地图


街景",大学周边,1344,4.5?,5,棒极了,出行方便
西安铁通精品商务酒店,489,"[城南/太白立交]
二环南路西段98号


地图


街景",商务出行,1034,4.9?,6,棒极了,性价比高
H酒店(西安明城墙西门外精品店),243,"[西稍门/机场大巴站]
丰庆路39号御溪望城11号楼


地图


街景",浪漫情侣,1560,4.9?,7,棒极了,性价比高
雨花石酒店(西安明德门西北政法大学店),92,"[电子城/电子正街]
朱雀大街19号南方星座B座一层


地图


街景",大学周边,531,4.3?,8,挺好哒,性价比高
布丁酒店(西安回民街交大附属医院莲湖路店),96,"[钟鼓楼/回民街/市中心]
北大街十字路口(地铁站A2口出)向西500米


地图",地铁周边,994,4.4?,10,挺好哒,服务周到
西安大唐西市酒店,2706,"[城南/小雁塔旅游区]
劳动南路118号西市五坊


地图",休闲度假,2065,4.8?,11,棒极了,购物方便
西安37°易品青春酒店,1088,"[大雁塔/曲江旅游区]
小寨东路126号百隆广场B座3层


地图",商务出行,486,5.0?,12,棒极了,民俗特色
布丁酒店(西安火车站五路口地铁站店),87,"[解放路万达广场/火车站]
解放路258号欢乐城7楼(万达广场对面)


地图


街景",交通枢纽,2849,4.2?,13,挺好哒,离火车站近
西安威尔俊酒店,194,"[未央区]
三桥万象城B座一层


地图",浪漫情侣,107,4.8?,14,棒极了,吃饭方便
如歌酒店(西安北客站店),98,"[西安高铁站火车北站/西安市政中心]
太华北路与北三环东南角


地图


街景",会议酒店,1995,4.7?,16,棒极了,服务态度好
加利利连锁酒店(西安绿地笔克会展中心阳光城店),260,"[高新管委会/绿地会展中心]
锦业三路16号


地图",商务出行,1518,4.5?,18,棒极了,吃饭方便
速8酒店(西安钟楼新民街店),290,"[钟鼓楼/回民街/市中心]
钟楼北大街西华门十字向东五十米西华大厦


地图",浪漫情侣,1131,4.6?,19,棒极了,离小吃街近
西安爱丁堡酒店,208,"[长安区]
南长安街455号


地图",浪漫情侣,421,4.5?,1,棒极了,离地铁站近
如家酒店(西安钟楼北大街十字交大二附院店),186,"[钟鼓楼/回民街/市中心]
北大街145号


地图",商务出行,724,4.6?,3,棒极了,出行方便
汉庭酒店(西安钟鼓楼广场店),313,"[钟鼓楼/回民街/市中心]
竹笆市41号


地图",地铁周边,3841,4.8?,6,棒极了,地理位置好
康泰酒店(西安唐都医院店),140,"[唐都医院/城东客运站]
唐都医院东侧50米


地图


街景",交通枢纽,1038,4.2?,7,挺好哒,服务态度好
川达精品酒店(西安钟鼓楼回民街明城墙店),152,"[北关/龙首村]
兴中路8号熙源名居1号楼


地图",浪漫情侣,670,4.9?,9,棒极了,性价比高
如家精选酒店(西安大雁塔店),264,"[大雁塔/曲江旅游区]
雁塔西路大唐通易坊29号


地图",浪漫情侣,2542,4.8?,14,棒极了,服务态度好
布丁酒店(西安小寨大雁塔店),148,"[小寨/历史博物馆]
翠华南路168号


地图


街景",大学周边,3765,4.1?,16,挺好哒,地理位置好
7天优品酒店(西安火车站店),132,"[解放路万达广场/火车站]
西七路35号


地图


街景",地铁周边,2056,4.6?,17,棒极了,离火车站近
途客中国(西安凤城四路市图书馆店),212,"[赛高街区/凤城五路]
凤城四路90号海璟新天地


地图",商务出行,645,4.8?,18,棒极了,前台热情
西安咖姆酒店,350,"[钟鼓楼/回民街/市中心]
北大街宏府嘉会A座1楼，近钟楼地铁站A出口


地图",地铁周边,640,4.7?,20,棒极了,出行方便
